pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,15,1,61,1,,,,,156.52350259991363,,156.50925710005686,156.52350259991363,157.52353819995187,157.52353819995187,157.52353819995187,157.52353819995187,157.52353819995187,158.52387570007704,158.52387570007704,158.8757933001034,v,1,0.3503772998228669,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,15,2,62,2,,,,,158.89034539996646,,158.87706259987317,158.89034539996646,159.89028779999353,159.89028779999353,159.89028779999353,159.89028779999353,159.89028779999353,160.89040190004744,160.89040190004744,161.4743989999406,c,0,0.5707705998793244,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,15,3,63,3,,,,,161.49022100004368,,161.47556630009785,161.49022100004368,162.49024250009097,162.49024250009097,162.49024250009097,162.49024250009097,162.49024250009097,163.49031740007922,163.49031740007922,163.82455669995397,z,1,0.3302136999554932,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,16,0,64,0,,,,,163.84024500008672,,163.82604419998825,163.84024500008672,164.84018560010009,164.84018560010009,164.84018560010009,164.84018560010009,164.84018560010009,165.84022419992834,165.84022419992834,166.2928055000957,x,1,0.44730230001732707,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,16,1,65,1,,,,,166.3072655000724,,166.29471909999847,166.3072655000724,167.30702599999495,167.30702599999495,167.30702599999495,167.30702599999495,167.30702599999495,168.30661490000784,168.30661490000784,168.70783400000073,v,1,0.386113699991256,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,16,2,66,2,,,,,168.72344759991392,,168.70896219997667,168.72344759991392,169.72335590003058,169.72335590003058,169.72335590003058,169.72335590003058,169.72335590003058,170.72315279999748,170.72315279999748,171.09101390000433,c,0,0.3561434999573976,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,16,3,67,3,,,,,171.1067083000671,,171.0921102000866,171.1067083000671,172.10681469994597,172.10681469994597,172.10681469994597,172.10681469994597,172.10681469994597,173.10670679993927,173.10670679993927,174.02454859996215,z,1,0.9014136001933366,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,17,0,68,0,,,,,174.04009320004843,,174.02594779990613,174.04009320004843,175.0399166001007,175.0399166001007,175.0399166001007,175.0399166001007,175.0399166001007,176.03979080007412,176.03979080007412,176.39121969998814,x,1,0.34630080009810627,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,17,1,69,1,,,,,176.40652780001983,,176.39241830003448,176.40652780001983,177.40649030008353,177.40649030008353,177.40649030008353,177.40649030008353,177.40649030008353,178.40665029990487,178.40665029990487,178.72413480002433,v,1,0.30569070018827915,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,17,2,70,2,,,,,178.73978619999252,,178.72519079991616,178.73978619999252,179.73973340005614,179.73973340005614,179.73973340005614,179.73973340005614,179.73973340005614,180.73964460007846,180.73964460007846,181.04136510007083,c,0,0.30004339991137385,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,17,3,71,3,,,,,181.05647849990055,,181.0426058000885,181.05647849990055,182.0563149000518,182.0563149000518,182.0563149000518,182.0563149000518,182.0563149000518,183.05632660002448,183.05632660002448,183.40754509996623,z,1,0.34735230007208884,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,18,0,72,0,,,,,183.42285849992186,,183.40870860009454,183.42285849992186,184.42287039989606,184.42287039989606,184.42287039989606,184.42287039989606,184.42287039989606,185.4228719000239,185.4228719000239,185.72384230000898,x,1,0.28770129987969995,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,18,1,73,1,,,,,185.7396354000084,,185.7249094999861,185.7396354000084,186.7396402999293,186.7396402999293,186.7396402999293,186.7396402999293,186.7396402999293,187.73964649997652,187.73964649997652,188.04103600000963,v,1,0.28556200000457466,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,18,2,74,2,,,,,188.05617209989578,,188.04258710006252,188.05617209989578,189.0561852999963,189.0561852999963,189.0561852999963,189.0561852999963,189.0561852999963,190.05606279987842,190.05606279987842,190.44050080003217,c,0,0.3809732999652624,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,18,3,75,3,,,,,190.45613069995306,,190.44159139995463,190.45613069995306,191.45625879988074,191.45625879988074,191.45625879988074,191.45625879988074,191.45625879988074,192.45622440008447,192.45622440008447,192.82379040005617,z,1,0.3530910999979824,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,19,0,76,0,,,,,192.83939310000278,,192.8249071999453,192.83939310000278,193.83945939992554,193.83945939992554,193.83945939992554,193.83945939992554,193.83945939992554,194.8392509999685,194.8392509999685,195.2404487999156,x,1,0.39103329996578395,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,19,1,77,1,,,,,195.25603109993972,,195.2415972999297,195.25603109993972,196.25605449988507,196.25605449988507,196.25605449988507,196.25605449988507,196.25605449988507,197.25610779994167,197.25610779994167,197.8402058999054,v,1,0.5706774001009762,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,19,2,78,2,,,,,197.85623009991832,,197.84131140005775,197.85623009991832,198.8559717000462,198.8559717000462,198.8559717000462,198.8559717000462,198.8559717000462,199.85598449991085,199.85598449991085,200.1408073999919,c,0,0.28307719994336367,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,19,3,79,3,,,,,200.15598899987526,,200.1420652999077,200.15598899987526,201.15597840002738,201.15597840002738,201.15597840002738,201.15597840002738,201.15597840002738,202.15592129994184,202.15592129994184,202.49025140004233,z,1,0.32798180007375777,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,20,0,80,0,,,,,202.50602090009488,,202.49136650003493,202.50602090009488,203.5058762000408,203.5058762000408,203.5058762000408,203.5058762000408,203.5058762000408,204.5058214000892,204.5058214000892,204.87164340005256,x,1,0.29730589990504086,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,20,1,81,1,,,,,204.87622059998102,,204.87281450000592,204.87622059998102,205.87242890009657,205.87242890009657,205.87242890009657,205.87242890009657,205.88900319999084,206.87241220008582,206.87241220008582,207.17320229997858,v,1,0.29198930016718805,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,20,2,82,2,,,,,207.18912849994376,,207.17435129988007,207.18912849994376,208.18900389992632,208.18900389992632,208.18900389992632,208.18900389992632,208.18900389992632,209.18933829991147,209.18933829991147,209.5232859000098,c,0,0.32948870002292097,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,20,3,83,3,,,,,209.53893220005557,,209.52439199993387,209.53893220005557,210.53908009990118,210.53908009990118,210.53908009990118,210.53908009990118,210.53908009990118,211.53901030006818,211.53901030006818,211.92325289989822,z,1,0.3817696999758482,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,21,0,84,0,,,,,211.93893709988333,,211.9243896000553,211.93893709988333,212.93865190003999,212.93865190003999,212.93865190003999,212.93865190003999,212.93865190003999,213.93897960009053,213.93897960009053,214.28994640009478,x,1,0.3473193999379873,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,21,1,85,1,,,,,214.30549119994976,,214.29117610002868,214.30549119994976,215.30562909995206,215.30562909995206,215.30562909995206,215.30562909995206,215.30562909995206,216.30539470002986,216.30539470002986,216.63994450005703,v,1,0.3185566000174731,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,21,2,86,2,,,,,216.65556059987284,,216.6411299998872,216.65556059987284,217.65543440007605,217.65543440007605,217.65543440007605,217.65543440007605,217.65543440007605,218.6554648000747,218.6554648000747,219.0902501998935,c,0,0.4182629999704659,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,21,3,87,3,,,,,219.105343000032,,219.09210640005767,219.105343000032,220.10544479987584,220.10544479987584,220.10544479987584,220.10544479987584,220.10544479987584,221.10545030003414,221.10545030003414,221.4729992998764,z,1,0.3615482999011874,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,22,0,88,0,,,,,221.48866189992987,,221.47418459993787,221.48866189992987,222.4885559999384,222.4885559999384,222.4885559999384,222.4885559999384,222.4885559999384,223.48873719992116,223.48873719992116,223.87344389990903,x,1,0.3674767001066357,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,22,1,89,1,,,,,223.88848549989052,,223.87491029989906,223.88848549989052,224.8886971999891,224.8886971999891,224.8886971999891,224.8886971999891,224.8886971999891,225.8884914999362,225.8884914999362,226.25638010003604,v,1,0.35793029982596636,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,22,2,90,2,,,,,226.2718720000703,,226.25765629997477,226.2718720000703,227.2717104998883,227.2717104998883,227.2717104998883,227.2717104998883,227.2717104998883,228.27160530001856,228.27160530001856,228.68961680005305,c,0,0.41503440006636083,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,22,3,91,3,,,,,228.7050912999548,,228.6912130001001,228.7050912999548,229.70530720008537,229.70530720008537,229.70530720008537,229.70530720008537,229.70530720008537,230.70499549992383,230.70499549992383,231.0561206000857,z,1,0.3412659999448806,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,23,0,92,0,,,,,231.07161089987494,,231.05722759990022,231.07161089987494,232.07157699996606,232.07157699996606,232.07157699996606,232.07157699996606,232.07157699996606,233.07166910008527,233.07166910008527,233.44020830001682,x,1,0.3670234000310302,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,23,1,93,1,,,,,233.45494650001638,,233.44139990000986,233.45494650001638,234.45506499987096,234.45506499987096,234.45506499987096,234.45506499987096,234.45506499987096,235.45506269996986,235.45506269996986,235.88912270008586,v,1,0.4174840999767184,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,23,2,94,2,,,,,235.90510339988396,,235.89021399989724,235.90510339988396,236.90493580000475,236.90493580000475,236.90493580000475,236.90493580000475,236.90493580000475,237.90497120004147,237.90497120004147,238.3394156000577,c,0,0.4230402000248432,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,23,3,95,3,,,,,238.3549053000752,,238.3405543998815,238.3549053000752,239.35473780008033,239.35473780008033,239.35473780008033,239.35473780008033,239.35473780008033,240.35491760005243,240.35491760005243,241.02248449996114,z,1,0.6539066000841558,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,24,0,96,0,,,,,241.0381742999889,,241.0236072000116,241.0381742999889,242.03827190003358,242.03827190003358,242.03827190003358,242.03827190003358,242.03827190003358,243.03817630000412,243.03817630000412,243.57308229990304,x,1,0.5334505999926478,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,24,1,97,1,,,,,243.58813489996828,,243.5743503998965,243.58813489996828,244.58805090002716,244.58805090002716,244.58805090002716,244.58805090002716,244.58805090002716,245.58794149989262,245.58794149989262,246.03917669993825,v,1,0.43613240006379783,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,24,2,98,2,,,,,246.0547464999836,,246.04036540002562,246.0547464999836,247.054750100011,247.054750100011,247.054750100011,247.054750100011,247.054750100011,248.05472259991802,248.05472259991802,248.47245609993115,c,0,0.407607699977234,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,24,3,99,3,,,,,248.4880637000315,,248.4735562999267,248.4880637000315,249.48812539991923,249.48812539991923,249.48812539991923,249.48812539991923,249.48812539991923,250.48792069987394,250.48792069987394,250.83893339987844,z,1,0.34212510008364916,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,25,0,100,0,,,,,250.85464380006306,,250.84004119993187,250.85464380006306,251.85461040004157,251.85461040004157,251.85461040004157,251.85461040004157,251.85461040004157,252.8545538999606,252.8545538999606,253.1557028000243,x,1,0.2881693998351693,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,25,1,101,1,,,,,253.1713171999436,,253.1568412000779,253.1713171999436,254.17087380005978,254.17087380005978,254.17087380005978,254.17087380005978,254.17087380005978,255.17102289991453,255.17102289991453,255.52265370008536,v,1,0.34959419979713857,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,25,2,102,2,,,,,255.53769090003334,,255.52373620006256,255.53769090003334,256.5377988999244,256.5377988999244,256.5377988999244,256.5377988999244,256.5377988999244,257.53799950005487,257.53799950005487,258.7055919999257,c,0,1.1543235001154244,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,25,3,103,3,,,,,258.7211186999921,,258.70671209995635,258.7211186999921,259.720847300021,259.720847300021,259.720847300021,259.720847300021,259.720847300021,260.7207983999979,260.7207983999979,261.05525159998797,z,1,0.3273885000962764,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,26,0,104,0,,,,,261.0708880999591,,261.05642829998396,261.0708880999591,262.07075920002535,262.07075920002535,262.07075920002535,262.07075920002535,262.07075920002535,263.0706889999565,263.0706889999565,263.3556637999136,x,1,0.27684470009990036,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,26,1,105,1,,,,,263.37089130003005,,263.3567810000386,263.37089130003005,264.3706976000685,264.3706976000685,264.3706976000685,264.3706976000685,264.3706976000685,265.37085609999485,265.37085609999485,265.73846930009313,v,1,0.3576941001228988,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,26,2,106,2,,,,,265.75437749992125,,265.73959439992905,265.75437749992125,266.7542753999587,266.7542753999587,266.7542753999587,266.7542753999587,266.7542753999587,267.7539882999845,267.7539882999845,268.1396753001027,c,0,0.3774413000792265,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,26,3,107,3,,,,,268.1545746999327,,268.14098250004463,268.1545746999327,269.1541883999016,269.1541883999016,269.1541883999016,269.1541883999016,269.1541883999016,270.1540165999904,270.1540165999904,270.77230899990536,z,1,0.6065758999902755,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,27,0,108,0,,,,,270.78742689988576,,270.7736345999874,270.78742689988576,271.7873116999399,271.7873116999399,271.7873116999399,271.7873116999399,271.7873116999399,272.7874215999618,272.7874215999618,273.15512360003777,x,1,0.35828249994665384,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,27,1,109,1,,,,,273.1705817999318,,273.1562866999302,273.1705817999318,274.1705606998876,274.1705606998876,274.1705606998876,274.1705606998876,274.1705606998876,275.17042890004814,275.17042890004814,275.555145899998,v,1,0.3789669999387115,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,27,2,110,2,,,,,275.57049289997667,,275.55625839997083,275.57049289997667,276.5706327999942,276.5706327999942,276.5706327999942,276.5706327999942,276.5706327999942,277.5704109999351,277.5704109999351,277.97143979999237,c,0,0.39322010008618236,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,27,3,111,3,,,,,277.98729839990847,,277.97257869993336,277.98729839990847,278.98722889996134,278.98722889996134,278.98722889996134,278.98722889996134,278.98722889996134,279.98717350000516,279.98717350000516,280.5882043999154,z,1,0.5863741000648588,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,28,0,112,0,,,,,280.60368470009416,,280.58929589996114,280.60368470009416,281.60378820006736,281.60378820006736,281.60378820006736,281.60378820006736,281.60378820006736,282.6036298000254,282.6036298000254,283.02115050004795,x,1,0.4038412000518292,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,28,1,113,1,,,,,283.0370733998716,,283.02269969996996,283.0370733998716,284.037132400088,284.037132400088,284.037132400088,284.037132400088,284.037132400088,285.0369323999621,285.0369323999621,285.621803099988,v,1,0.5829595997929573,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,28,2,114,2,,,,,285.63699940009974,,285.6229971998837,285.63699940009974,286.63700810004957,286.63700810004957,286.63700810004957,286.63700810004957,286.63700810004957,287.63710199994966,287.63710199994966,288.0045926999301,c,0,0.3595587001182139,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,28,3,115,3,,,,,288.02024169988,,288.0057175999973,288.02024169988,289.0204900999088,289.0204900999088,289.0204900999088,289.0204900999088,289.0204900999088,290.02015129989013,290.02015129989013,290.43825139990076,z,1,0.4026495001744479,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,29,0,116,0,,,,,290.4536981000565,,290.4396609000396,290.4536981000565,291.453468099935,291.453468099935,291.453468099935,291.453468099935,291.453468099935,292.45355800003745,292.45355800003745,292.80477360007353,x,1,0.3447531000711024,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,29,1,117,1,,,,,292.82004199991934,,292.8060196998995,292.82004199991934,293.81989739998244,293.81989739998244,293.81989739998244,293.81989739998244,293.81989739998244,294.8198786000721,294.8198786000721,295.18846390000544,v,1,0.3664107001386583,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,29,2,118,2,,,,,295.2032025998924,,295.18961500003934,295.2032025998924,296.20352640002966,296.20352640002966,296.20352640002966,296.20352640002966,296.20352640002966,297.2032592999749,297.2032592999749,297.5887537000235,c,0,0.37153059989213943,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,29,3,119,3,,,,,297.603814400034,,297.5904172998853,297.603814400034,298.6032245999668,298.6032245999668,298.6032245999668,298.6032245999668,298.6032245999668,299.60353900003247,299.60353900003247,300.4043950000778,z,1,0.787272599991411,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,30,0,120,0,,,,,300.41973600001074,,300.40548210009,300.41973600001074,301.41986249992624,301.41986249992624,301.41986249992624,301.41986249992624,301.41986249992624,302.41982860001735,302.41982860001735,302.80460979999043,x,1,0.37053740001283586,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,30,1,121,1,,,,,302.8199493000284,,302.80553489993326,302.8199493000284,303.81978980009444,303.81978980009444,303.81978980009444,303.81978980009444,303.81978980009444,304.8194724000059,304.8194724000059,305.1710904999636,v,1,0.34847830003127456,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,30,2,122,2,,,,,305.18637589993887,,305.17252560006455,305.18637589993887,306.1865322000813,306.1865322000813,306.1865322000813,306.1865322000813,306.1865322000813,307.18643389991485,307.18643389991485,307.5707519000862,c,0,0.38004820002242923,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,30,3,123,3,,,,,307.58630610001273,,307.5719379999209,307.58630610001273,308.58639859990217,308.58639859990217,308.58639859990217,308.58639859990217,308.58639859990217,309.58626080001704,309.58626080001704,310.47058829991147,z,1,0.87768549984321,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,31,0,124,0,,,,,310.48630700004287,,310.4717478000093,310.48630700004287,311.486457800027,311.486457800027,311.486457800027,311.486457800027,311.486457800027,312.48617659998126,312.48617659998126,313.28750249999575,x,1,0.7924095999915153,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,31,1,125,1,,,,,313.303043599939,,313.2886113000568,313.303043599939,314.3030596000608,314.3030596000608,314.3030596000608,314.3030596000608,314.3030596000608,315.3029722000938,315.3029722000938,317.3375232000835,v,1,2.024454099824652,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,31,2,126,2,,,,,317.3528547999449,,317.3386450998951,317.3528547999449,318.35297059989534,318.35297059989534,318.35297059989534,318.35297059989534,318.35297059989534,319.3526594999712,319.3526594999712,319.88720969995484,c,0,0.5261737999971956,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,31,3,127,3,,,,,319.90283729997464,,319.88843779987656,319.90283729997464,320.9029214999173,320.9029214999173,320.9029214999173,320.9029214999173,320.9029214999173,321.9026528999675,321.9026528999675,323.50386220007204,z,1,1.5953146000392735,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-50,x,32,0,128,0,,,,,323.51924340007827,,323.5049946999643,323.51924340007827,324.5188879999332,324.5188879999332,324.5188879999332,324.5188879999332,324.5188879999332,325.51908380002715,325.51908380002715,326.5873384999577,x,1,1.061194899957627,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
150,v,32,1,129,1,,,,,326.60306690004654,,326.58854670007713,326.60306690004654,327.60266450000927,327.60266450000927,327.60266450000927,327.60266450000927,327.60266450000927,328.60267179994844,328.60267179994844,329.38725390005857,v,1,0.7824021999258548,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
50,corr_resp,32,2,130,2,,,,,329.40251050004736,,329.38847230002284,329.40251050004736,330.40254390006885,330.40254390006885,330.40254390006885,330.40254390006885,330.40254390006885,331.40236969990656,331.40236969990656,332.37004159996286,c,0,0.9542278998997062,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
-150,z,32,3,131,3,,,,,332.38568699988537,,332.37119339988567,332.38568699988537,333.38585419999436,333.38585419999436,333.38585419999436,333.38585419999436,333.38585419999436,334.38573149987496,334.38573149987496,335.9543532000389,z,1,1.5668621000368148,None,574263,001,2024-10-14_20h30.54.198,PRIYANSHI.AU2220101_motor.sequence,2024.1.5,None,2024-10-14 20h31.03.501059 +0530,
